,3.9%,5.3%,6.7%,8.1%,9.5%,10.9%,12.3%,13.7%,15.1%,16.5%,18.0%,19.4%,20.8%,22.2%,23.6%,25.0%,26.4%,27.8%,29.2%,30.7%
A200.AX,0.06064761235410898,0.06064761235410898,0.06064761235410898,0.06064761235410898,0.06064761235410898,0.06064761235410898,0.06064761235410898,0.06064761235410898,0.06064761235410898,0.06064761235410898,0.05308117997575571,0.03715097412427679,0.02006061219729359,1.7403766350781476e-19,1.2517424356792917e-18,1.3075751624726663e-18,1.6138858301677637e-18,1.8375712876313175e-18,1.050724105143952e-18,5.479269140209844e-20
IEU.AX,0.08409617729129062,0.08409617729129062,0.08409617729129062,0.08409617729129062,0.08409617729129062,0.08409617729129062,0.08409617729129062,0.08409617729129062,0.08409617729129062,0.08409617729129062,0.08555231267872009,0.08817094206236221,0.09034849753365425,0.08687147135578109,0.06521064167376431,0.0259525643421261,6.639209056316257e-19,7.491154422433357e-19,2.926982733421951e-19,3.329544490559185e-20
IJP.AX,0.020783903679751973,0.020783903679751973,0.020783903679751973,0.020783903679751973,0.020783903679751973,0.020783903679751973,0.020783903679751973,0.020783903679751973,0.020783903679751973,0.020783903679751973,0.019260988386437694,0.01565292293102726,0.0112937237665778,0.0034843098919514416,8.96397101561254e-19,9.361252649329732e-19,1.1848386201699309e-18,1.3512027359302443e-18,7.441862729731322e-19,5.0960083096455565e-20
IOO.AX,0.041019837312713844,0.041019837312713844,0.041019837312713844,0.041019837312713844,0.041019837312713844,0.041019837312713844,0.041019837312713844,0.041019837312713844,0.041019837312713844,0.041019837312713844,0.051741259608632864,0.07357387803312494,0.09594552408392554,0.12101314504519729,0.15123848817372199,0.18233759127990481,0.2124770481226672,0.2399608687675478,0.26116572881347616,0.2652192289011386
IVV.AX,0.044295162595884695,0.044295162595884695,0.044295162595884695,0.044295162595884695,0.044295162595884695,0.044295162595884695,0.044295162595884695,0.044295162595884695,0.044295162595884695,0.044295162595884695,0.04890869251772484,0.058296751318184,0.0678697395141923,0.07601646225860356,0.07865514571641904,0.07434589013279075,0.06381401027505265,0.043391570487493016,0.008189337255406659,1.9183933336075813e-20
MTUM.AX,0.03652277795607175,0.03652277795607175,0.03652277795607175,0.03652277795607175,0.03652277795607175,0.03652277795607175,0.03652277795607175,0.03652277795607175,0.03652277795607175,0.03652277795607175,0.02970900234220221,0.0152885349028312,2.2790540504746115e-19,2.943438206647623e-19,1.5113243871202631e-18,1.5535538868907338e-18,1.899530343252783e-18,2.157421812411914e-18,1.2745953313612007e-18,6.001918109539647e-20
MVW.AX,0.04058539100344051,0.04058539100344051,0.04058539100344051,0.04058539100344051,0.04058539100344051,0.04058539100344051,0.04058539100344051,0.04058539100344051,0.04058539100344051,0.04058539100344051,0.032457957603368816,0.015953114563315503,2.535531614533047e-19,3.202428175202161e-19,1.6987478065784517e-18,1.752805869356683e-18,2.1404537032980918e-18,2.44355014961516e-18,1.451302365209966e-18,6.763654672295128e-20
QHAL.AX,0.026988931867583273,0.026988931867583273,0.026988931867583273,0.026988931867583273,0.026988931867583273,0.026988931867583273,0.026988931867583273,0.026988931867583273,0.026988931867583273,0.026988931867583273,0.027499717364425857,0.028531364914039646,0.029541062018805197,0.02809832670392379,0.01936904869080777,0.0035073389547806326,6.267518358737223e-19,7.744173157985422e-19,3.1999229072827933e-19,3.0515276637777244e-20
QLTY.AX,0.051235259854159325,0.051235259854159325,0.051235259854159325,0.051235259854159325,0.051235259854159325,0.051235259854159325,0.051235259854159325,0.051235259854159325,0.051235259854159325,0.051235259854159325,0.04593335996529594,0.03479169648332611,0.02285700061792235,0.0028399130864760528,1.1362923224107522e-18,1.2105388336245567e-18,1.4985393917865572e-18,1.6987372921424371e-18,9.487174344160812e-19,5.314030341876248e-20
QUAL.AX,0.04775267324663107,0.04775267324663107,0.04775267324663107,0.04775267324663107,0.04775267324663107,0.04775267324663107,0.04775267324663107,0.04775267324663107,0.04775267324663107,0.04775267324663107,0.045720301184090414,0.04133488482135942,0.03645802568923542,0.025419054896728025,7.748811436383717e-19,7.987411538960963e-19,1.0192305791163297e-18,1.1950087009211283e-18,6.150672100435974e-19,4.3332130565712886e-20
SMH,0.0001368362828742833,0.0001368362828742833,0.0001368362828742833,0.0001368362828742833,0.0001368362828742833,0.0001368362828742833,0.0001368362828742833,0.0001368362828742833,0.0001368362828742833,0.0001368362828742833,0.009768885684658543,0.026855539265629353,0.04131321473647798,0.059725396324331735,0.08662737156598765,0.11952726096928028,0.15637618596423664,0.19701425718607782,0.24205953594596916,0.2963703558880367
SMLL.AX,0.027779381842930526,0.027779381842930526,0.027779381842930526,0.027779381842930526,0.027779381842930526,0.027779381842930526,0.027779381842930526,0.027779381842930526,0.027779381842930526,0.027779381842930526,0.035829516033103116,0.05208731328951439,0.06858416645484584,0.08729342458115752,0.11034213699461935,0.13459338240357963,0.15859261969207702,0.18116310488961254,0.19985743294154035,0.20768614855552928
SPY,0.01709123829550426,0.01709123829550426,0.01709123829550426,0.01709123829550426,0.01709123829550426,0.01709123829550426,0.01709123829550426,0.01709123829550426,0.01709123829550426,0.01709123829550426,0.008993934640195086,9.518017266664205e-20,3.7965287338977627e-19,4.651562577509973e-19,1.4854489820052066e-18,1.648874723628984e-18,2.0118734920364344e-18,2.111568558065322e-18,1.3359844599324838e-18,6.645668565462477e-20
VAS.AX,0.061558250627233614,0.061558250627233614,0.061558250627233614,0.061558250627233614,0.061558250627233614,0.061558250627233614,0.061558250627233614,0.061558250627233614,0.061558250627233614,0.061558250627233614,0.05347222329644394,0.03649189898562076,0.01833281586952775,1.875546365600891e-19,1.2954341306793746e-18,1.3589824448750628e-18,1.6730251310094666e-18,1.8996500158069534e-18,1.0915753344246596e-18,5.603035113411334e-20
